100,100,100,yes,100,100,yes,yes,yes,yes,1
99,99,99,yes,99,99,yes,yes,yes,yes,1
60,60,65,no,61,65,no,no,no,no,0
75,71,69,no,78,78,no,no,no,no,0
80,85,79,no,85,85,no,no,no,no,0
90,20,90,no,20,50,no,no,no,no,0
98,98,98,yes,98,98,yes,yes,yes,yes,1
23,47,50,no,26,28,no,no,no,no,0
20,20,22,no,40,40,no,no,no,no,0
31,31,21,no,36,36,no,no,no,no,0
49,49,20,no,26,31,no,no,no,no,0
80,80,80,yes,80,80,yes,yes,yes,yes,1
78,78,78,yes,78,78,yes,yes,yes,yes,1
80,99,74,yes,80,80,yes,yes,yes,yes,1
20,90,20,no,54,86,no,no,no,no,0
31,31,21,yes,26,28,yes,yes,yes,yes,1
49,49,20,yes,40,40,yes,yes,yes,yes,1
71,90,78,no,85,79,no,no,no,no,0
85,86,85,no,50,90,no,no,no,no,0
90,90,90,yes,20,50,yes,yes,yes,yes,1
49,75,26,yes,56,54,yes,yes,yes,yes,1
60,80,61,yes,28,50,yes,yes,yes,yes,1
50,26,28,no,47,23,no,no,no,no,0
22,40,40,no,20,20,no,no,no,no,0
21,36,36,no,31,31,no,no,no,no,0
20,26,31,no,49,49,no,no,no,no,0
65,61,65,no,60,60,no,no,no,no,0
80,85,79,yes,61,65,yes,yes,yes,yes,1
90,20,90,yes,78,78,yes,yes,yes,yes,1
86,86,86,yes,85,85,yes,yes,yes,yes,1
47,31,26,no,40,22,no,no,no,no,0
20,49,40,no,36,21,no,no,no,no,0
31,60,36,no,31,20,no,no,no,no,0
49,75,26,no,65,65,no,no,no,no,0
60,60,65,yes,36,36,yes,yes,yes,yes,1
75,71,69,yes,26,31,yes,yes,yes,yes,1
86,86,86,no,56,54,no,no,no,no,0
90,90,90,no,28,50,no,no,no,no,0
60,60,65,yes,36,36,yes,yes,yes,yes,1
75,71,69,yes,26,31,yes,yes,yes,yes,1
69,78,78,no,71,75,no,no,no,no,0
79,85,85,no,85,80,no,no,no,no,0
90,20,50,no,20,90,no,no,no,no,0
86,56,54,no,86,86,no,no,no,no,0
85,86,85,yes,50,90,yes,yes,yes,yes,1
20,90,20,yes,54,86,yes,yes,yes,yes,1
31,31,21,yes,26,28,yes,yes,yes,yes,1
49,49,20,yes,40,40,yes,yes,yes,yes,1
54,86,86,no,86,56,no,no,no,no,0
65,61,65,yes,23,26,yes,yes,yes,yes,1
80,85,79,yes,61,65,yes,yes,yes,yes,1
65,60,65,no,60,61,no,no,no,no,0
78,71,69,no,75,78,no,no,no,no,0
85,85,79,no,80,85,no,no,no,no,0
50,20,90,no,90,20,no,no,no,no,0
90,20,90,yes,78,78,yes,yes,yes,yes,1
86,86,86,yes,85,85,yes,yes,yes,yes,1
28,47,50,no,23,26,no,no,no,no,0
40,20,22,no,20,40,no,no,no,no,0
36,31,21,no,31,36,no,no,no,no,0
31,49,20,no,49,26,no,no,no,no,0
78,71,69,no,75,78,no,no,no,no,0
85,85,79,no,80,85,no,no,no,no,0
60,60,60,no,60,60,no,no,no,no,0
75,75,75,no,75,75,no,no,no,no,0
49,49,20,yes,61,65,yes,yes,yes,yes,1
60,60,65,yes,78,78,yes,yes,yes,yes,1
75,71,69,yes,85,85,yes,yes,yes,yes,1
80,85,79,yes,23,26,yes,yes,yes,yes,1
90,20,90,yes,20,40,yes,yes,yes,yes,1
86,86,86,yes,31,36,yes,yes,yes,yes,1
28,47,50,yes,49,26,yes,yes,yes,yes,1
100,100,100,no,100,100,no,no,no,no,0
99,99,99,no,99,99,no,no,no,no,0
98,98,98,no,98,98,no,no,no,no,0
80,80,80,no,80,80,no,no,no,no,0
78,78,78,no,60,78,no,no,no,no,0
36,31,21,yes,75,78,yes,yes,yes,yes,1
13,20,5,no,6,7,no,no,no,no,0
31,49,20,yes,80,85,yes,yes,yes,yes,1
65,60,65,yes,90,20,yes,yes,yes,yes,1
1,5,5,no,5,5,no,no,no,no,0
15,17,25,no,25,25,no,no,no,no,0
22,23,36,no,32,25,no,no,no,no,0
8,8,8,no,8,8,no,no,no,no,0
90,20,90,yes,31,36,yes,yes,yes,yes,1
71,90,78,no,40,40,no,no,no,no,0
85,86,85,no,36,36,no,no,no,no,0
20,90,20,no,26,31,no,no,no,no,0
31,31,21,yes,61,65,yes,yes,yes,yes,1
49,49,20,yes,78,78,yes,yes,yes,yes,1
60,60,65,yes,85,85,yes,yes,yes,yes,1
75,71,69,yes,23,26,yes,yes,yes,yes,1
80,85,79,yes,20,40,yes,yes,yes,yes,1
10,10,10,no,10,10,no,no,no,no,0
30,30,30,no,30,30,no,no,no,no,0
45,45,79,no,45,45,no,no,no,no,0
22,23,25,no,23,24,no,no,no,no,0
21,36,36,no,85,80,no,no,no,no,0
20,26,31,no,20,90,no,no,no,no,0
65,61,65,no,86,86,no,no,no,no,0
69,78,78,no,50,90,no,no,no,no,0
79,85,85,no,54,86,no,no,no,no,0
90,20,50,no,26,28,no,no,no,no,0
90,90,90,yes,60,61,yes,yes,yes,yes,1
49,75,26,yes,75,78,yes,yes,yes,yes,1
60,80,61,yes,80,85,yes,yes,yes,yes,1
50,26,28,no,47,23,no,no,no,no,0
22,40,40,no,20,20,no,no,no,no,0
21,36,36,no,31,31,no,no,no,no,0
20,26,31,no,49,49,no,no,no,no,0
65,61,65,no,60,60,no,no,no,no,0
69,78,78,no,71,75,no,no,no,no,0
79,85,85,no,85,80,no,no,no,no,0
86,86,86,yes,49,26,yes,yes,yes,yes,1
71,80,88,no,40,40,no,no,no,no,0
90,20,90,no,36,36,no,no,no,no,0
86,86,86,no,47,23,no,no,no,no,0
90,90,90,no,20,20,no,no,no,no,0
49,75,26,no,31,31,no,no,no,no,0
60,80,61,no,49,49,no,no,no,no,0
50,26,28,no,60,60,no,no,no,no,0
22,40,40,no,71,75,no,no,no,no,0
31,31,21,yes,26,28,yes,yes,yes,yes,1
49,49,20,yes,40,40,yes,yes,yes,yes,1
60,60,65,yes,36,36,yes,yes,yes,yes,1
75,71,69,yes,26,31,yes,yes,yes,yes,1
80,85,79,yes,61,65,yes,yes,yes,yes,1
90,20,90,yes,78,78,yes,yes,yes,yes,1
86,86,86,yes,85,85,yes,yes,yes,yes,1
28,47,50,no,23,26,no,no,no,no,0
40,20,22,no,20,40,no,no,no,no,0
36,31,21,no,31,36,no,no,no,no,0
31,49,20,no,49,26,no,no,no,no,0
65,60,65,no,60,61,no,no,no,no,0
78,71,69,no,75,78,no,no,no,no,0
85,85,79,no,80,85,no,no,no,no,0
50,20,90,no,90,20,no,no,no,no,0
90,20,50,no,20,90,no,no,no,no,0
86,56,54,no,86,86,no,no,no,no,0
85,86,85,yes,50,90,yes,yes,yes,yes,1
20,90,20,yes,54,86,yes,yes,yes,yes,1
54,86,86,no,86,56,no,no,no,no,0
65,60,61,yes,23,26,yes,yes,yes,yes,1
100,75,78,no,100,100,no,no,no,no,0
99,80,85,no,99,99,no,no,no,no,0
98,47,23,no,98,98,no,no,no,no,0
80,20,20,no,80,80,no,no,no,no,0
78,31,31,no,60,78,no,no,no,no,0
78,49,49,no,75,78,no,no,no,no,0
80,85,22,yes,60,61,yes,yes,yes,yes,1
90,20,21,yes,75,78,yes,yes,yes,yes,1
5,5,20,yes,80,85,yes,yes,yes,yes,1
25,25,65,yes,90,20,yes,yes,yes,yes,1
32,25,5,no,5,5,no,no,no,no,0
8,8,25,no,25,25,no,no,no,no,0
10,10,36,no,32,25,no,no,no,no,0
30,30,8,no,8,8,no,no,no,no,0
45,45,10,no,10,10,no,no,no,no,0
23,24,30,no,30,30,no,no,no,no,0
6,7,79,no,45,45,no,no,no,no,0
22,23,25,no,23,24,no,no,no,no,0
13,20,5,no,6,7,no,no,no,no,0
21,71,22,no,77,7,no,no,no,no,0
26,31,74,yes,20,28,yes,yes,yes,yes,1
61,65,50,no,31,40,no,no,no,no,0
20,80,80,no,49,36,no,no,no,no,0
31,26,28,no,60,80,no,no,no,no,0
49,40,40,no,71,90,no,no,no,no,0
60,36,36,no,85,86,no,no,no,no,0
75,26,31,no,20,90,no,no,no,no,0
80,61,65,no,31,31,no,no,no,no,0
90,78,78,no,20,50,no,no,no,no,0
86,85,85,no,56,54,no,no,no,no,0
90,20,50,no,28,50,no,no,no,no,0
47,56,54,no,78,22,no,no,no,no,0
20,28,50,no,85,21,no,no,no,no,0
31,40,22,no,50,20,no,no,no,no,0
49,36,21,no,54,65,no,no,no,no,0
60,56,61,no,50,69,no,no,no,no,0
71,28,78,no,22,79,no,no,no,no,0
33,40,85,no,21,90,no,no,no,no,0
74,36,20,no,61,86,no,no,no,no,0
50,31,21,yes,78,28,yes,yes,yes,yes,1
80,65,20,yes,85,40,yes,yes,yes,yes,1
28,78,65,yes,20,36,yes,yes,yes,yes,1
40,85,69,yes,21,31,yes,yes,yes,yes,1
36,50,79,yes,20,47,yes,yes,yes,yes,1
85,60,60,no,80,85,no,no,no,no,0
60,71,75,no,60,60,no,no,no,no,0
75,85,80,no,75,75,no,no,no,no,0
49,20,90,yes,61,65,yes,yes,yes,yes,1
60,86,86,yes,78,78,yes,yes,yes,yes,1
75,50,90,yes,85,85,yes,yes,yes,yes,1
31,36,79,yes,23,26,yes,yes,yes,yes,1
49,26,90,yes,20,40,yes,yes,yes,yes,1
60,61,86,yes,31,36,yes,yes,yes,yes,1
75,78,50,yes,49,26,yes,yes,yes,yes,1
60,80,61,no,78,69,no,no,no,no,0
31,54,90,yes,65,20,yes,yes,yes,yes,1
65,26,86,yes,69,31,yes,yes,yes,yes,1
78,40,90,yes,79,49,yes,yes,yes,yes,1
85,36,26,yes,90,60,yes,yes,yes,yes,1
50,26,61,yes,86,71,yes,yes,yes,yes,1
54,26,28,no,90,33,no,no,no,no,0
50,40,40,no,26,74,no,no,no,no,0
22,36,36,no,61,50,no,no,no,no,0
21,26,31,no,28,80,no,no,no,no,0
61,61,65,no,40,28,no,no,no,no,0
78,78,78,no,36,40,no,no,no,no,0
78,71,69,no,75,31,no,no,no,no,0
85,85,79,no,80,85,no,no,no,no,0
50,20,90,no,90,20,no,no,no,no,0
54,86,86,no,86,56,no,no,no,no,0
65,61,65,yes,23,26,yes,yes,yes,yes,1
100,100,100,no,100,100,no,no,no,no,0
79,85,85,no,31,36,no,no,no,no,0
90,20,50,no,65,31,no,no,no,no,0
86,56,54,no,78,65,no,no,no,no,0
85,86,85,yes,85,78,yes,yes,yes,yes,1
20,90,20,yes,50,85,yes,yes,yes,yes,1
31,31,21,yes,54,50,yes,yes,yes,yes,1
49,49,20,yes,85,54,yes,yes,yes,yes,1
60,60,65,yes,20,50,yes,yes,yes,yes,1
75,71,69,yes,21,22,yes,yes,yes,yes,1
80,85,79,yes,20,21,yes,yes,yes,yes,1
90,20,90,yes,78,61,yes,yes,yes,yes,1
86,86,86,yes,85,78,yes,yes,yes,yes,1
28,47,50,no,23,79,no,no,no,no,0
40,20,22,no,20,90,no,no,no,no,0
36,31,21,no,31,86,no,no,no,no,0
31,49,20,no,49,85,no,no,no,no,0
65,60,65,no,60,20,no,no,no,no,0
99,99,99,no,99,99,no,no,no,no,0
98,98,98,no,98,98,no,no,no,no,0
80,80,80,no,80,80,no,no,no,no,0
78,78,78,no,60,78,no,no,no,no,0
78,71,69,no,75,78,no,no,no,no,0
85,85,79,no,80,85,no,no,no,no,0
60,60,60,no,60,60,no,no,no,no,0
75,75,75,no,75,75,no,no,no,no,0
49,49,20,yes,61,65,yes,yes,yes,yes,1
60,60,65,yes,78,78,yes,yes,yes,yes,1
75,71,69,yes,85,85,yes,yes,yes,yes,1
80,85,79,yes,23,26,yes,yes,yes,yes,1
90,20,90,yes,20,40,yes,yes,yes,yes,1
86,86,86,yes,31,36,yes,yes,yes,yes,1
28,47,50,yes,49,26,yes,yes,yes,yes,1
40,20,22,yes,60,61,yes,yes,yes,yes,1
36,31,21,yes,75,78,yes,yes,yes,yes,1
31,49,20,yes,80,85,yes,yes,yes,yes,1
65,60,65,yes,80,80,yes,yes,yes,yes,1
1,5,5,no,78,78,no,no,no,no,0
15,17,25,no,71,69,no,no,no,no,0
22,23,36,no,85,79,no,no,no,no,0
8,8,8,no,60,60,no,no,no,no,0
10,10,10,no,75,75,no,no,no,no,0
30,30,30,no,49,20,no,no,no,no,0
45,45,79,no,60,65,no,no,no,no,0
22,23,25,no,71,69,no,no,no,no,0
13,20,5,no,85,79,no,no,no,no,0
71,80,88,no,20,90,no,no,no,no,0
90,20,90,no,86,86,no,no,no,no,0
86,86,86,no,47,50,no,no,no,no,0
90,90,90,no,20,22,no,no,no,no,0
49,75,26,no,31,21,no,no,no,no,0
60,80,61,no,49,20,no,no,no,no,0
50,26,28,no,60,65,no,no,no,no,0
22,40,40,no,5,5,no,no,no,no,0
21,36,36,no,17,25,no,no,no,no,0
20,26,31,no,23,36,no,no,no,no,0
